numer_sta;date;haut_sta;dd;ff;t;td;u;ww;w1;w2;n;nbas;hbas;cl;cm;ch;rr24;tn12;tn24;tx12;tx24;ht_neige;ssfrai;perssfrai;phenspe1;phenspe2;nnuage1;t_neige;etat_neige;prof_sonde;nuage_val;chasse_neige;aval_descr;aval_genre;aval_depart;aval_expo;aval_risque;dd_alti;ff_alti;ht_neige_alti;neige_fraiche;teneur_eau;grain_predom;grain_nombre;grain_diametr;homogeneite;m_vol_neige;;
07872;20220201071000;1355.000000;mq;mq;265.950000;261.760000;72;mq;mq;mq;mq;mq;mq;/;/;/;mq;263.150000;mq;266.750000;mq;0.400000;mq;mq;768.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07498;20220226121500;1854.000000;220;3.000000;272.250000;256.000000;28;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.070000;0.000000;-50;750.000000;3100.000000;mq;270.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;6;mq;mq;mq;
07885;20220226121500;1603.000000;0;0.000000;275.850000;260.390000;31;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.850000;0.000000;-50;750.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;6;mq;2;mq;
07892;20220226130000;1700.000000;0;0.000000;273.750000;269.650000;74;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.020000;0.000000;-50;750.000000;3100.000000;mq;268.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;2;mq;2;mq;
07895;20220226123000;1970.000000;310;2.000000;271.850000;257.250000;32;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.250000;0.000000;-50;750.000000;3100.000000;mq;265.650000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;1;150.000000;
07900;20220226131500;2040.000000;0;0.000000;269.050000;252.360000;26;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.150000;0.000000;-50;750.000000;3100.000000;mq;264.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;1;160.000000;
07904;20220226120000;2080.000000;180;7.000000;270.050000;253.660000;27;0;3;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.360000;0.000000;-50;750.000000;3100.000000;mq;264.650000;mq;0;0;1;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07921;20220226132200;1680.000000;0;0.000000;275.750000;258.600000;27;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.500000;0.000000;-50;750.000000;3100.000000;mq;267.850000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;0.000000;mq;3;4;mq;mq;mq;
07922;20220226124000;2295.000000;0;0.000000;269.750000;252.960000;26;0;3;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.800000;0.000000;-50;750.000000;3100.000000;mq;265.350000;mq;0;0;0;mq;mq;mq;mq;2;130;2.000000;mq;mq;mq;9;3;mq;1;190.000000;
07925;20220226133000;1905.000000;180;3.000000;274.650000;255.200000;22;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.450000;0.000000;-50;750.000000;3100.000000;mq;272.850000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;0.640000;0.000000;mq;3;7;mq;2;mq;
07976;20220226090000;1530.000000;0;0.000000;277.550000;261.050000;29;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.350000;mq;277.650000;0.080000;0.000000;-99;768.000000;3100.000000;mq;270.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07976;20220226123000;1530.000000;0;0.000000;280.150000;261.440000;25;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.080000;0.000000;-50;750.000000;3100.000000;mq;273.150000;mq;0;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;6;6;mq;2;440.000000;
07977;20220226130000;2087.000000;0;0.000000;277.850000;262.540000;32;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.850000;0.000000;-50;750.000000;3100.000000;mq;269.650000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;mq;mq;mq;2;7;mq;2;mq;
07977;20220226074500;2087.000000;180;2.000000;269.450000;255.850000;34;0;4;0;0;0;mq;0;0;0;0.000000;mq;265.250000;mq;271.750000;0.850000;0.000000;-99;768.000000;3100.000000;mq;268.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;7;mq;2;mq;
07875;20220226130000;1860.000000;0;0.000000;270.450000;255.250000;30;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.440000;0.000000;-50;750.000000;3100.000000;mq;272.350000;mq;0;0;0;mq;mq;mq;mq;2;360;5.000000;mq;mq;mq;8;7;mq;1;200.000000;
07985;20220226130000;1420.000000;360;14.000000;274.350000;mq;mq;0;7;mq;3;3;1750;2;0;0;mq;mq;mq;mq;mq;0.010000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07881;20220226123000;2550.000000;0;0.000000;268.950000;252.710000;27;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.800000;0.000000;-50;750.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;2;40;6.000000;mq;mq;mq;7;4;mq;1;180.000000;
07901;20220226123000;1867.000000;0;0.000000;274.050000;258.810000;31;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;1.360000;0.000000;-50;750.000000;3100.000000;mq;271.150000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;2.850000;0.000000;mq;3;3;mq;2;mq;
07942;20220226123000;1910.000000;40;3.000000;272.350000;259.460000;37;0;0;0;0;0;mq;0;0;0;mq;mq;mq;mq;mq;0.390000;0.000000;-50;750.000000;3100.000000;mq;267.550000;mq;0;0;0;mq;mq;mq;mq;1;40;7.000000;mq;mq;mq;7;3;mq;2;mq;
07599;20220227073000;1240.000000;180;1.000000;270.750000;263.390000;57;0;0;0;0;0;mq;0;0;0;0.000000;mq;268.450000;mq;279.950000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07721;20220227071400;1760.000000;0;0.000000;270.350000;255.930000;32;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.050000;mq;274.650000;1.320000;0.000000;-99;768.000000;3100.000000;mq;265.550000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.310000;0.000000;mq;3;7;mq;2;mq;
07897;20220227073000;1870.000000;0;0.000000;268.450000;mq;mq;0;0;0;0;0;mq;0;0;0;mq;mq;264.350000;mq;273.750000;1.420000;0.000000;-99;768.000000;3100.000000;mq;256.950000;mq;0;mq;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;7;mq;2;mq;
07908;20220227063000;1970.000000;180;5.000000;266.150000;252.910000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;258.150000;mq;271.650000;1.370000;0.000000;-99;768.000000;3100.000000;mq;262.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;mq;mq;
07909;20220227073000;1700.000000;180;2.000000;268.050000;263.960000;73;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.850000;mq;276.850000;1.600000;0.000000;-99;768.000000;3100.000000;mq;266.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;9;3;mq;mq;mq;
07939;20220227072000;1860.000000;90;2.000000;261.750000;255.120000;58;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.950000;mq;272.750000;0.520000;0.000000;-99;768.000000;3100.000000;mq;260.550000;mq;0;0;0;mq;mq;mq;mq;1;40;2.000000;0.690000;0.000000;mq;7;3;mq;2;mq;
07954;20220227065800;1107.000000;0;0.000000;275.150000;270.440000;71;0;0;0;1;1;1750;0;3;0;0.000000;mq;270.750000;mq;287.250000;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;0;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07873;20220227075500;1478.000000;60;2.000000;264.650000;mq;mq;0;3;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;1.030000;0.000000;-99;768.000000;3100.000000;mq;267.050000;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07959;20220227074000;1860.000000;0;0.000000;mq;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.900000;0.000000;-99;768.000000;3100.000000;mq;269.450000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;7;4;mq;2;mq;
07392;20220227070000;1036.000000;130;6.000000;268.450000;266.770000;88;0;3;0;1;mq;mq;2;0;0;0.000000;mq;mq;mq;mq;0.000000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07393;20220227073000;2196.000000;40;5.000000;267.150000;mq;mq;0;3;0;1;0;8000;0;0;2;mq;mq;mq;mq;mq;1.250000;0.000000;-99;768.000000;3100.000000;mq;264.050000;mq;0;0;0;mq;mq;mq;mq;2;40;2.000000;mq;mq;mq;3;3;mq;mq;mq;
07454;20220227083200;1535.000000;0;0.000000;264.450000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.760000;0.000000;-99;768.000000;3100.000000;mq;264.950000;mq;0;7;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;6;mq;2;mq;
07470;20220227080000;1850.000000;0;0.000000;266.150000;256.980000;48;mq;mq;mq;mq;mq;mq;/;/;/;mq;mq;263.750000;mq;272.550000;1.350000;0.000000;-99;768.000000;3100.000000;mq;271.850000;mq;0;mq;0;mq;mq;mq;mq;1;0;0.000000;mq;mq;mq;3;2;mq;mq;mq;
07498;20220227073300;1854.000000;360;1.000000;260.750000;249.620000;39;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.450000;mq;273.550000;1.070000;0.000000;-99;768.000000;3100.000000;mq;264.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;1;6;mq;mq;mq;
07566;20220227072700;1830.000000;0;0.000000;261.350000;246.490000;28;0;0;0;0;0;mq;0;0;0;0.000000;mq;258.750000;mq;273.650000;1.100000;0.000000;-99;768.000000;3100.000000;mq;262.650000;mq;0;9;0;mq;mq;mq;mq;3;mq;mq;mq;mq;mq;7;7;mq;mq;mq;
07711;20220227065000;1524.000000;0;0.000000;266.250000;260.770000;65;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.950000;mq;275.550000;0.870000;0.000000;-99;768.000000;3100.000000;mq;262.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;1;200.000000;
07715;20220227081500;2125.000000;0;0.000000;266.050000;255.010000;41;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.250000;mq;mq;0.520000;0.000000;-99;768.000000;3100.000000;mq;264.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07811;20220227082500;2350.000000;360;3.000000;264.750000;248.200000;25;mq;mq;mq;mq;mq;mq;/;/;/;0.000000;mq;263.050000;mq;272.550000;0.740000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;mq;mq;5;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07815;20220227074000;2356.000000;0;0.000000;261.150000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.150000;mq;272.150000;1.260000;0.000000;-99;768.000000;3100.000000;mq;261.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;2;mq;
07861;20220227073000;1635.000000;220;2.000000;268.850000;255.990000;36;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.550000;mq;274.150000;1.300000;0.000000;-99;768.000000;3100.000000;mq;268.050000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.500000;0.000000;mq;2;3;mq;2;mq;
07875;20220227074600;1860.000000;40;3.000000;264.650000;257.650000;57;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.650000;mq;272.350000;1.420000;0.000000;-99;768.000000;3100.000000;mq;259.650000;mq;0;0;5;mq;mq;mq;mq;2;40;14.000000;mq;mq;mq;8;4;mq;1;140.000000;
07876;20220227080000;1270.000000;0;0.000000;268.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.700000;0.000000;-99;768.000000;3100.000000;mq;268.650000;mq;0;9;2;mq;mq;mq;mq;2;mq;mq;1.300000;0.000000;mq;7;3;mq;2;mq;
07881;20220227074000;2550.000000;90;2.000000;263.950000;250.610000;33;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.750000;mq;271.150000;1.800000;0.000000;-99;768.000000;3100.000000;mq;255.550000;mq;0;0;0;mq;mq;mq;mq;2;40;9.000000;mq;mq;mq;7;4;mq;1;180.000000;
07884;20220227070000;1400.000000;0;0.000000;266.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;260.150000;mq;276.150000;1.140000;0.000000;-99;768.000000;3100.000000;mq;262.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;mq;mq;
07885;20220227080500;1603.000000;0;0.000000;273.250000;258.100000;31;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.950000;mq;277.150000;0.850000;0.000000;-99;768.000000;3100.000000;mq;267.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;4;6;mq;2;mq;
07888;20220227070200;1788.000000;0;0.000000;266.850000;255.140000;39;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.550000;mq;277.350000;0.670000;0.000000;-99;768.000000;3100.000000;mq;263.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;5;mq;2;mq;
07889;20220227080000;1800.000000;0;0.000000;264.950000;254.570000;43;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.450000;mq;274.750000;0.600000;0.000000;-99;768.000000;3100.000000;mq;263.550000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;2;mq;mq;mq;
07892;20220227073000;1700.000000;0;0.000000;259.950000;257.530000;82;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.050000;mq;274.250000;1.020000;0.000000;-99;768.000000;3100.000000;mq;261.250000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;2;mq;2;mq;
07894;20220227072000;1350.000000;220;2.000000;268.050000;258.220000;46;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.350000;mq;278.250000;0.570000;0.000000;-99;768.000000;3100.000000;mq;268.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;8;6;mq;2;mq;
07895;20220227065000;1970.000000;0;0.000000;263.650000;255.150000;50;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.150000;mq;272.650000;1.250000;0.000000;-99;768.000000;3100.000000;mq;263.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;3;mq;1;180.000000;
07900;20220227064500;2040.000000;130;2.000000;262.150000;248.670000;32;0;0;0;0;0;mq;0;0;0;0.000000;mq;259.250000;mq;271.050000;1.150000;0.000000;-99;768.000000;3100.000000;mq;260.150000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;1;160.000000;
07901;20220227070000;1867.000000;0;0.000000;266.750000;253.450000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.650000;mq;277.250000;1.360000;0.000000;-99;768.000000;3100.000000;mq;262.050000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;2.750000;0.000000;mq;8;4;mq;2;mq;
07902;20220227080000;2022.000000;0;0.000000;265.150000;261.160000;73;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.950000;mq;276.050000;1.880000;0.000000;-99;768.000000;3100.000000;mq;255.050000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;0.000000;0.000000;mq;1;2;mq;1;250.000000;
07904;20220227070000;2080.000000;0;0.000000;258.550000;251.070000;53;0;0;0;0;0;mq;0;0;0;0.000000;mq;257.050000;mq;271.550000;1.370000;0.000000;-99;768.000000;3100.000000;mq;263.750000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;2;3;mq;1;mq;
07911;20220227070000;1636.000000;0;0.000000;263.650000;mq;mq;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.550000;mq;274.950000;1.370000;0.000000;-99;768.000000;3100.000000;mq;263.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;8;mq;mq;mq;
07912;20220227070000;1713.000000;60;2.000000;259.150000;254.350000;67;0;0;0;0;0;mq;0;0;0;0.000000;mq;258.650000;mq;274.650000;0.730000;0.000000;-99;768.000000;3100.000000;mq;255.950000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;3;3;mq;mq;mq;
07919;20220227081000;2130.000000;0;0.000000;267.150000;262.740000;71;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.650000;mq;274.050000;0.350000;0.000000;-99;768.000000;3100.000000;mq;263.050000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07921;20220227083500;1680.000000;0;0.000000;269.350000;256.770000;37;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.850000;mq;276.550000;0.500000;0.000000;-99;768.000000;3100.000000;mq;266.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;0.000000;mq;3;4;mq;2;mq;
07923;20220227082000;1895.000000;0;0.000000;265.650000;259.420000;61;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.650000;mq;274.950000;0.500000;0.000000;-99;768.000000;3100.000000;mq;262.750000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;4;mq;2;mq;
07950;20220227081500;1590.000000;0;0.000000;275.350000;270.250000;69;70;6;0;8;8;800;5;/;/;0.000000;mq;274.250000;mq;283.550000;0.450000;0.000000;-99;768.000000;3100.000000;mq;272.150000;mq;0;0;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07953;20220227081500;1800.000000;0;0.000000;274.950000;267.100000;56;0;0;0;7;7;1250;0;7;/;0.000000;mq;272.650000;mq;281.350000;0.860000;0.000000;-99;768.000000;3100.000000;mq;268.350000;mq;0;0;0;mq;mq;mq;mq;1;0;0.000000;mq;0.000000;mq;4;8;mq;2;mq;
07955;20220227074500;1840.000000;0;0.000000;273.050000;266.210000;60;0;0;0;5;5;800;5;0;0;0.000000;mq;271.650000;mq;278.750000;1.050000;0.000000;-99;768.000000;3100.000000;mq;271.350000;mq;0;0;0;mq;mq;mq;mq;1;40;4.000000;1.950000;0.000000;mq;3;4;mq;1;mq;
07957;20220227083000;1740.000000;0;0.000000;274.650000;267.050000;57;0;0;0;6;6;1250;0;3;/;0.000000;mq;271.550000;mq;280.050000;1.500000;0.000000;-99;768.000000;3100.000000;mq;271.350000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07960;20220227080000;1590.000000;0;0.000000;276.250000;271.500000;71;0;0;0;5;4;450;5;3;2;0.000000;mq;272.350000;mq;284.050000;0.440000;0.000000;-99;768.000000;3100.000000;mq;269.550000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;4;7;mq;2;mq;
07968;20220227081500;1569.000000;0;0.000000;277.950000;269.420000;54;0;0;0;2;2;8000;0;0;9;0.000000;mq;268.050000;mq;285.250000;0.280000;0.000000;-99;768.000000;3100.000000;mq;269.950000;mq;0;0;0;mq;mq;mq;mq;2;90;5.000000;1.610000;0.000000;mq;6;7;mq;mq;mq;
07973;20220227070000;1472.000000;130;7.000000;275.350000;271.910000;78;0;0;0;3;2;450;5;/;/;0.000000;mq;272.850000;mq;282.550000;0.450000;0.000000;-99;768.000000;3100.000000;mq;270.250000;mq;0;3;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07582;20220227083000;1350.000000;0;0.000000;267.650000;262.490000;67;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.550000;mq;279.950000;0.650000;0.000000;-99;768.000000;3100.000000;mq;270.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07595;20220227090000;1915.000000;310;2.000000;268.350000;262.180000;62;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.850000;mq;277.250000;0.500000;0.000000;-99;768.000000;3100.000000;mq;264.350000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;3;mq;mq;mq;
07813;20220227085000;1210.000000;mq;mq;266.150000;mq;mq;0;0;0;mq;mq;mq;/;/;/;mq;mq;mq;mq;mq;1.200000;0.000000;-99;768.000000;3100.000000;mq;264.650000;mq;0;mq;mq;mq;mq;mq;mq;2;0;0.000000;1.370000;0.000000;mq;0;0;0;mq;mq;
07863;20220227083800;1960.000000;0;0.000000;264.350000;256.270000;52;0;0;0;0;0;mq;0;0;0;0.000000;mq;261.850000;mq;272.750000;0.880000;0.000000;-99;768.000000;3100.000000;mq;264.450000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;8;4;mq;2;mq;
07872;20220227073000;1355.000000;0;0.000000;265.950000;260.100000;63;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.280000;0.000000;-99;768.000000;3100.000000;mq;267.550000;mq;mq;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;7;4;mq;2;mq;
07896;20220227083000;1416.000000;0;0.000000;263.650000;259.710000;73;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.830000;0.000000;-99;768.000000;3100.000000;mq;265.350000;mq;0;mq;mq;mq;mq;mq;mq;2;270;2.000000;mq;mq;mq;2;7;mq;2;mq;
07922;20220227080000;2295.000000;0;0.000000;263.850000;253.830000;44;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.350000;mq;269.750000;0.800000;0.000000;-99;768.000000;3100.000000;mq;262.050000;mq;0;0;0;mq;mq;mq;mq;2;40;2.000000;mq;mq;mq;8;3;mq;1;280.000000;
07925;20220227075000;1905.000000;0;0.000000;266.750000;252.740000;32;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.350000;mq;275.250000;0.450000;0.000000;-99;768.000000;3100.000000;mq;265.350000;mq;0;0;0;mq;mq;mq;mq;1;360;2.000000;0.640000;0.000000;mq;7;mq;mq;2;mq;
07926;20220227081500;2185.000000;130;1.000000;281.250000;268.120000;39;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.250000;mq;274.450000;1.060000;0.000000;-99;768.000000;3100.000000;mq;257.650000;mq;0;0;0;mq;mq;mq;mq;2;220;3.000000;0.900000;0.000000;mq;3;3;mq;2;300.000000;
07940;20220227090000;1900.000000;0;0.000000;272.150000;263.030000;50;0;0;0;0;0;mq;0;0;0;0.000000;mq;265.150000;mq;275.050000;0.500000;0.000000;-99;768.000000;3100.000000;mq;267.550000;mq;0;0;0;mq;mq;mq;mq;1;360;7.000000;mq;mq;mq;7;4;mq;2;mq;
07965;20220227085100;1460.000000;0;0.000000;277.750000;269.240000;54;0;0;0;3;2;2250;0;3;2;0.000000;mq;269.450000;mq;284.750000;0.180000;0.000000;-99;768.000000;3100.000000;mq;mq;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;1;480.000000;
07974;20220227084500;1500.000000;0;0.000000;278.550000;267.850000;46;0;0;0;5;5;2600;2;0;0;0.000000;mq;269.750000;mq;283.450000;0.500000;0.000000;-99;768.000000;3100.000000;mq;270.250000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;6;mq;2;mq;
07575;20220227080000;2134.000000;90;1.000000;266.950000;256.400000;43;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.650000;mq;273.250000;0.620000;0.000000;-99;768.000000;3100.000000;mq;264.450000;mq;0;0;0;mq;mq;mq;mq;1;310;2.000000;0.780000;0.000000;mq;8;4;mq;2;mq;
07596;20220227090000;1717.000000;40;2.000000;273.150000;263.170000;47;0;0;0;3;3;800;2;0;0;0.000000;mq;267.250000;mq;278.450000;0.270000;0.000000;-99;768.000000;3100.000000;mq;268.150000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;7;mq;2;mq;
07927;20220227091500;2100.000000;0;0.000000;269.150000;244.720000;13;0;0;0;0;0;mq;0;0;0;0.000000;mq;mq;mq;mq;0.480000;0.000000;-99;768.000000;3100.000000;mq;264.950000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;3;mq;2;mq;
07942;20220227080300;1910.000000;0;0.000000;265.250000;253.700000;39;0;0;0;0;0;mq;0;0;0;0.000000;mq;264.950000;mq;273.050000;0.390000;0.000000;-99;768.000000;3100.000000;mq;263.650000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;7;4;mq;2;200.000000;
07943;20220227084000;1650.000000;0;0.000000;275.250000;273.470000;88;60;6;0;9;9;mq;/;/;/;0.300000;mq;274.050000;mq;282.650000;0.270000;0.000000;-99;768.000000;3100.000000;mq;272.950000;mq;0;mq;mq;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;6;6;mq;2;mq;
07725;20220227083000;1456.000000;0;0.000000;277.450000;268.960000;54;0;0;0;7;7;450;5;/;/;0.000000;mq;268.150000;mq;284.250000;0.250000;0.000000;-99;768.000000;3100.000000;mq;271.250000;mq;0;0;0;mq;mq;mq;mq;1;mq;mq;mq;mq;mq;3;7;mq;2;mq;
07818;20220227091000;1254.000000;220;2.000000;274.750000;266.200000;53;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.850000;mq;278.450000;0.500000;0.000000;-99;768.000000;3100.000000;mq;266.850000;mq;0;0;0;mq;mq;mq;mq;2;mq;mq;mq;mq;mq;9;6;mq;1;290.000000;
07878;20220227084500;1600.000000;0;0.000000;275.250000;256.750000;24;0;0;0;0;0;mq;0;0;0;0.000000;mq;266.950000;mq;277.850000;0.450000;0.000000;-99;768.000000;3100.000000;mq;267.550000;mq;0;9;0;mq;mq;mq;mq;2;0;0.000000;mq;mq;mq;4;6;mq;2;mq;
07890;20220227084000;2208.000000;0;0.000000;265.850000;252.640000;34;0;0;0;0;0;mq;0;0;0;0.000000;mq;262.250000;mq;mq;1.100000;0.000000;-99;768.000000;3100.000000;mq;257.150000;mq;0;0;0;mq;mq;mq;mq;2;360;7.000000;mq;mq;mq;4;3;mq;0;0.000000;
07893;20220227080000;1780.000000;0;0.000000;267.150000;257.900000;48;0;0;0;0;0;mq;0;0;0;0.000000;mq;263.050000;mq;273.150000;1.300000;0.000000;-99;768.000000;3100.000000;mq;264.150000;mq;0;0;0;mq;mq;mq;mq;2;0;0.000000;1.650000;0.000000;mq;8;2;mq;1;130.000000;
